,open,high,low,close,volume
2026-04-29 15:00:00+05:30,24187.35,24209.8,24168.65,24170.15,29753902
2026-04-29 15:15:00+05:30,24170.0,24171.4,24142.95,24163.6,38856158
2026-04-30 09:15:00+05:30,23996.95,24019.15,23872.75,23876.95,55259223
2026-04-30 09:30:00+05:30,23874.1,23939.6,23864.55,23937.8,24116499
2026-04-30 09:45:00+05:30,23938.3,23956.45,23875.35,23880.2,18011843
2026-04-30 10:00:00+05:30,23880.0,23880.0,23824.1,23828.6,23112627
2026-04-30 10:15:00+05:30,23828.7,23845.75,23800.65,23827.6,16647076
2026-04-30 10:30:00+05:30,23827.1,23857.3,23821.35,23843.7,15138322
2026-04-30 10:45:00+05:30,23842.5,23844.3,23799.05,23815.85,13577090
2026-04-30 11:00:00+05:30,23816.4,23833.1,23798.5,23799.9,10955988
2026-04-30 11:15:00+05:30,23800.9,23835.15,23796.85,23831.65,12777595
2026-04-30 11:30:00+05:30,23831.1,23853.15,23821.7,23835.65,16116412
2026-04-30 11:45:00+05:30,23835.05,23848.95,23826.3,23842.55,16103364
2026-04-30 12:00:00+05:30,23842.45,23899.75,23830.35,23899.75,19973355
