,open,high,low,close,volume
2026-04-30 12:15:00+05:30,23899.05,23919.6,23873.3,23911.45,13203495
2026-04-30 12:30:00+05:30,23912.0,23918.35,23892.25,23912.95,10630502
2026-04-30 12:45:00+05:30,23912.65,23943.45,23912.55,23936.85,9858811
2026-04-30 13:00:00+05:30,23935.75,23956.3,23908.05,23950.15,13036159
2026-04-30 13:15:00+05:30,23948.85,23982.45,23938.35,23971.15,16169056
2026-04-30 13:30:00+05:30,23970.55,24031.7,23962.6,24029.8,17691273
2026-04-30 13:45:00+05:30,24029.05,24061.1,24011.6,24055.05,14308636
2026-04-30 14:00:00+05:30,24054.9,24057.6,24015.5,24022.85,14152349
2026-04-30 14:15:00+05:30,24021.5,24032.8,23984.45,24007.15,15710995
2026-04-30 14:30:00+05:30,24006.15,24087.45,24004.8,24075.1,16208821
2026-04-30 14:45:00+05:30,24074.75,24081.25,24013.0,24050.2,18744258
2026-04-30 15:00:00+05:30,24051.95,24051.95,23962.95,23991.3,49518725
2026-04-30 15:15:00+05:30,23992.1,24051.8,23984.65,24043.7,49426759
2026-05-04 09:15:00+05:30,24063.55,24245.85,24061.85,24214.55,47730475
2026-05-04 09:30:00+05:30,24215.6,24290.2,24181.05,24276.65,24250200
2026-05-04 09:45:00+05:30,24279.25,24283.8,24225.25,24246.2,17582141
2026-05-04 10:00:00+05:30,24247.25,24259.75,24172.45,24175.2,17574253
2026-05-04 10:15:00+05:30,24175.3,24196.85,24142.8,24196.65,13719854
2026-05-04 10:30:00+05:30,24197.5,24223.35,24172.2,24219.15,11984815
2026-05-04 10:45:00+05:30,24219.3,24240.65,24186.2,24187.25,10171155
2026-05-04 11:00:00+05:30,24188.3,24227.8,24175.65,24227.25,12366413
2026-05-04 11:15:00+05:30,24227.5,24242.25,24224.1,24237.4,25687947
2026-05-04 11:30:00+05:30,24237.3,24242.8,24218.55,24228.45,14407794
2026-05-04 11:45:00+05:30,24229.0,24249.15,24212.9,24221.05,12239842
2026-05-04 12:00:00+05:30,24222.5,24229.9,24115.8,24117.0,14627649
2026-05-04 12:15:00+05:30,24117.35,24154.1,24106.5,24132.8,13517926
2026-05-04 12:30:00+05:30,24132.65,24134.65,24098.55,24100.55,12183384
2026-05-04 12:45:00+05:30,24100.95,24119.05,24083.6,24103.8,13047051
2026-05-04 13:00:00+05:30,24104.2,24121.35,24090.55,24109.1,9058094
2026-05-04 13:15:00+05:30,24109.05,24111.75,24024.7,24025.25,12166116
2026-05-04 13:30:00+05:30,24023.35,24090.65,24004.75,24086.8,12526217
2026-05-04 13:45:00+05:30,24087.0,24108.9,24050.4,24072.25,9306846
2026-05-04 14:00:00+05:30,24074.8,24111.6,24053.8,24103.75,10458156
2026-05-04 14:15:00+05:30,24105.0,24149.7,24102.7,24122.7,11429764
2026-05-04 14:30:00+05:30,24123.75,24131.95,24072.15,24096.0,13573415
2026-05-04 14:45:00+05:30,24096.15,24111.5,24071.0,24089.25,13440675
2026-05-04 15:00:00+05:30,24091.0,24135.05,24074.95,24123.25,21889620
2026-05-04 15:15:00+05:30,24125.05,24135.45,24110.2,24123.8,34146444
2026-05-05 09:15:00+05:30,24052.6,24072.1,23949.4,23992.05,26381124
2026-05-05 09:30:00+05:30,23990.6,24060.55,23988.1,24013.75,12965776
2026-05-05 09:45:00+05:30,24013.55,24055.45,24005.85,24043.05,13353178
2026-05-05 10:00:00+05:30,24042.55,24053.9,23978.5,23986.0,11343575
2026-05-05 10:15:00+05:30,23986.1,23994.45,23944.65,23954.4,11399860
2026-05-05 10:30:00+05:30,23952.2,23966.8,23922.9,23937.95,10904621
2026-05-05 10:45:00+05:30,23937.25,23950.3,23914.35,23925.95,10287710
2026-05-05 11:00:00+05:30,23925.15,23952.75,23913.55,23939.0,17374904
2026-05-05 11:15:00+05:30,23937.8,23961.55,23924.35,23935.15,10312417
2026-05-05 11:30:00+05:30,23935.3,23966.75,23916.05,23916.05,11805891
2026-05-05 11:45:00+05:30,23915.4,23919.2,23882.05,23888.95,9340585
2026-05-05 12:00:00+05:30,23888.15,23949.3,23888.15,23946.45,11251994
2026-05-05 12:15:00+05:30,23945.95,23977.95,23940.85,23943.2,9747668
2026-05-05 12:30:00+05:30,23943.9,23974.45,23933.8,23952.85,16049516
2026-05-05 12:45:00+05:30,23952.55,24014.25,23952.55,24011.9,12163741
2026-05-05 13:00:00+05:30,24012.6,24080.75,24010.65,24068.8,17185236
2026-05-05 13:15:00+05:30,24067.35,24081.7,24030.6,24039.95,17224247
2026-05-05 13:30:00+05:30,24041.4,24056.7,24016.65,24050.45,12836427
2026-05-05 13:45:00+05:30,24051.15,24062.15,24020.5,24038.1,14642545
2026-05-05 14:00:00+05:30,24035.85,24047.8,24002.15,24016.8,10583228
2026-05-05 14:15:00+05:30,24017.2,24061.0,24013.1,24058.3,11903229
2026-05-05 14:30:00+05:30,24059.3,24060.65,24019.4,24042.1,13676122
2026-05-05 14:45:00+05:30,24041.55,24045.8,23999.6,24010.8,13191739
2026-05-05 15:00:00+05:30,24011.9,24043.85,23997.85,24041.65,27618876
2026-05-05 15:15:00+05:30,24041.65,24059.7,24037.05,24052.15,28357393
2026-05-06 09:15:00+05:30,24171.0,24250.85,24156.95,24171.6,34578985
2026-05-06 09:30:00+05:30,24174.6,24185.25,24131.75,24138.45,16048508
2026-05-06 09:45:00+05:30,24139.85,24165.85,24121.1,24140.3,12745502
2026-05-06 10:00:00+05:30,24140.6,24141.6,24096.5,24137.3,10687764
2026-05-06 10:15:00+05:30,24137.0,24155.4,24121.75,24136.4,12870760
2026-05-06 10:30:00+05:30,24135.5,24150.15,24111.9,24142.85,9195971
2026-05-06 10:45:00+05:30,24142.75,24143.15,24091.15,24095.75,11071791
2026-05-06 11:00:00+05:30,24095.95,24104.65,24073.2,24089.3,9629820
2026-05-06 11:15:00+05:30,24089.15,24112.5,24081.55,24112.5,9385841
2026-05-06 11:30:00+05:30,24111.95,24117.35,24069.45,24096.8,11838871
2026-05-06 11:45:00+05:30,24097.1,24114.15,24090.6,24097.35,8709272
2026-05-06 12:00:00+05:30,24097.2,24099.75,24075.35,24082.8,7566224
2026-05-06 12:15:00+05:30,24081.75,24081.75,24029.75,24054.65,14025367
2026-05-06 12:30:00+05:30,24054.15,24055.5,24019.7,24022.3,10194837
2026-05-06 12:45:00+05:30,24022.0,24025.35,23997.9,24023.1,10256200
2026-05-06 13:00:00+05:30,24022.65,24044.15,23999.65,24040.65,9424131
2026-05-06 13:15:00+05:30,24039.9,24085.8,24036.3,24075.35,11009736
2026-05-06 13:30:00+05:30,24076.6,24109.95,24074.65,24100.9,13498784
2026-05-06 13:45:00+05:30,24099.25,24120.25,24094.15,24106.95,11744995
2026-05-06 14:00:00+05:30,24106.8,24133.35,24096.4,24133.35,10666012
2026-05-06 14:15:00+05:30,24134.05,24332.05,24133.4,24311.65,31485720
2026-05-06 14:30:00+05:30,24314.7,24337.8,24277.9,24334.35,26591179
2026-05-06 14:45:00+05:30,24334.65,24356.5,24320.8,24348.25,30837136
2026-05-06 15:00:00+05:30,24349.0,24353.8,24313.85,24321.35,40909850
2026-05-06 15:15:00+05:30,24321.75,24346.6,24317.05,24339.3,45490531
2026-05-07 09:15:00+05:30,24398.5,24423.35,24300.7,24334.15,41015841
2026-05-07 09:30:00+05:30,24334.8,24402.15,24320.15,24397.35,19463041
2026-05-07 09:45:00+05:30,24396.9,24401.4,24325.65,24342.95,18480744
2026-05-07 10:00:00+05:30,24343.0,24378.7,24310.0,24323.65,21155369
2026-05-07 10:15:00+05:30,24324.65,24368.9,24321.6,24360.3,15798276
2026-05-07 10:30:00+05:30,24361.5,24375.55,24352.85,24373.45,11747598
2026-05-07 10:45:00+05:30,24372.5,24379.05,24332.45,24340.85,11099123
2026-05-07 11:00:00+05:30,24341.0,24343.75,24310.05,24317.75,9754878
2026-05-07 11:15:00+05:30,24318.2,24332.25,24289.45,24306.45,9375478
2026-05-07 11:30:00+05:30,24306.95,24349.8,24288.1,24288.5,11601133
2026-05-07 11:45:00+05:30,24287.8,24346.85,24284.0,24340.55,11670719
2026-05-07 12:00:00+05:30,24339.7,24369.9,24339.7,24361.55,10367268
2026-05-07 12:15:00+05:30,24362.45,24383.65,24355.15,24355.15,9974822
2026-05-07 12:30:00+05:30,24355.25,24482.1,24329.7,24463.15,19640173
2026-05-07 12:45:00+05:30,24462.85,24471.6,24377.7,24388.25,15032081
2026-05-07 13:00:00+05:30,24387.65,24420.55,24376.9,24389.7,13742878
2026-05-07 13:15:00+05:30,24388.65,24399.5,24324.55,24353.35,10465191
2026-05-07 13:30:00+05:30,24353.55,24364.2,24331.65,24349.75,13510174
2026-05-07 13:45:00+05:30,24348.6,24374.8,24337.9,24368.65,9739265
2026-05-07 14:00:00+05:30,24368.05,24375.65,24337.1,24361.65,11384470
2026-05-07 14:15:00+05:30,24361.25,24381.1,24333.35,24376.9,14099673
2026-05-07 14:30:00+05:30,24376.5,24385.3,24334.1,24339.45,16014785
2026-05-07 14:45:00+05:30,24339.55,24362.7,24323.05,24352.65,12107659
2026-05-07 15:00:00+05:30,24353.1,24363.1,24293.4,24303.1,64347363
2026-05-07 15:15:00+05:30,24303.1,24339.05,24299.4,24336.4,35968934
2026-05-08 09:15:00+05:30,24233.65,24253.8,24158.15,24244.15,30444334
2026-05-08 09:30:00+05:30,24244.3,24244.95,24167.75,24167.75,17183274
2026-05-08 09:45:00+05:30,24169.05,24199.65,24138.4,24198.45,12881892
2026-05-08 10:00:00+05:30,24199.15,24213.7,24175.1,24211.3,8883111
2026-05-08 10:15:00+05:30,24213.8,24243.95,24181.25,24238.05,10487380
2026-05-08 10:30:00+05:30,24238.85,24242.55,24226.35,24232.25,8315310
2026-05-08 10:45:00+05:30,24233.65,24239.85,24195.95,24195.95,6446818
2026-05-08 11:00:00+05:30,24197.8,24237.05,24193.85,24233.0,9271029
2026-05-08 11:15:00+05:30,24234.8,24241.65,24195.95,24198.35,7146179
2026-05-08 11:30:00+05:30,24199.9,24212.95,24185.6,24199.45,8003028
2026-05-08 11:45:00+05:30,24200.6,24209.8,24190.2,24205.85,8213752
2026-05-08 12:00:00+05:30,24206.0,24212.0,24172.2,24184.2,8061166
2026-05-08 12:15:00+05:30,24185.2,24198.45,24170.05,24196.1,9196993
2026-05-08 12:30:00+05:30,24195.25,24196.6,24164.1,24164.3,7560723
2026-05-08 12:45:00+05:30,24166.0,24175.7,24150.95,24163.4,7610139
2026-05-08 13:00:00+05:30,24165.55,24178.05,24157.4,24167.0,9913289
2026-05-08 13:15:00+05:30,24169.55,24198.4,24156.9,24195.45,7778229
2026-05-08 13:30:00+05:30,24196.65,24202.65,24166.5,24170.95,7249170
2026-05-08 13:45:00+05:30,24173.35,24181.25,24128.35,24137.2,12346204
2026-05-08 14:00:00+05:30,24139.15,24179.5,24126.65,24145.85,20381473
2026-05-08 14:15:00+05:30,24147.35,24170.75,24141.75,24169.65,15960007
2026-05-08 14:30:00+05:30,24171.0,24235.85,24168.55,24231.7,19930038
2026-05-08 14:45:00+05:30,24233.55,24240.25,24206.6,24213.65,15393412
2026-05-08 15:00:00+05:30,24215.1,24215.1,24168.35,24180.85,23879718
2026-05-08 15:15:00+05:30,24180.6,24196.9,24163.5,24179.8,31363159
